name,gpu_chip,released,bus,memory,gpu_clock,memory_clock,shaders/TMUs/ROPs,TDP
GeForce GTX 760 OEM,GK104,"Jun 27th, 2013",PCIe 3.0 x16,"1536 MB, GDDR5, 192 bit",823 MHz,1400 MHz,1152 / 96 / 24,130
GeForce GTX 760 OEM Rebrand,GK104,"Aug 25th, 2013",PCIe 3.0 x16,"3 GB, GDDR5, 256 bit",823 MHz,1400 MHz,1152 / 96 / 32,130
RTX A3000 Mobile,GA104,Unknown,PCIe 4.0 x16,"6 GB, GDDR6, 192 bit",1260 MHz,1375 MHz,4096 / 128 / 64,130
Radeon RX 6600,Navi 23,"Oct 13th, 2021",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",1626 MHz,1750 MHz,1792 / 112 / 64,132
Xbox 360 S GPU,Xenos Vejle,"Jun 19th, 2010",IGP,"512 MB, GDDR3, 128 bit",500 MHz,700 MHz,240 / 16 / 8,133
GeForce GTX 650 Ti Boost,GK106,"Mar 26th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 192 bit",980 MHz,1502 MHz,768 / 64 / 24,134
Quadro FX 4600,G80,"Mar 5th, 2007",PCIe 1.0 x16,"768 MB, GDDR3, 384 bit",500 MHz,700 MHz,96 / 24 / 24,134
Radeon X1900 XTX,R580,2006,PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",650 MHz,775 MHz,48 / 8 / 16 / 16,135
GeForce 8800 GTS 512,G92,"Dec 11th, 2007",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",650 MHz,820 MHz,128 / 64 / 16,135
FirePro V7800P,Cypress,"May 16th, 2011",PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",700 MHz,1000 MHz,1440 / 72 / 32,138
Radeon HD 3850 X2,RV670,"Apr 4th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",669 MHz,828 MHz,320 / 16 / 16,140
GeForce 9600 GTX,G92,"May 27th, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",580 MHz,700 MHz,96 / 48 / 16,140
GeForce 9800 GTX,G92,"Mar 28th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",675 MHz,1100 MHz,128 / 64 / 16,140
GeForce GTX 660,GK106,"Sep 6th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 192 bit",980 MHz,1502 MHz,960 / 80 / 24,140
GeForce GTX 660 Rev. 2,GK104,"Sep 13th, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 192 bit",980 MHz,1502 MHz,960 / 80 / 24,140
RTX A4000,GA104,"Apr 12th, 2021",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",735 MHz,1750 MHz,6144 / 192 / 96,140
RTX A4000 Mobile,GA104,"Apr 12th, 2021",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1140 MHz,1500 MHz,5120 / 160 / 80,140
RTX A4500 Mobile,GA104,Unknown,PCIe 4.0 x16,"12 GB, GDDR6, 256 bit",1020 MHz,1500 MHz,5632 / 176 / 80,140
RTX A5000 Mobile,GA104,Unknown,PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",900 MHz,1750 MHz,6144 / 192 / 96,140
GeForce 9800 GTX+,G92B,"Jan 16th, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",738 MHz,1100 MHz,128 / 64 / 16,141
GeForce GTS 150 OEM,G92,"Mar 10th, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",738 MHz,1000 MHz,128 / 64 / 16,141
Quadro 4000,GF100,"Nov 2nd, 2010",PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",475 MHz,702 MHz,256 / 32 / 32,142
Quadro 4000 Mac Edition,GF100,"Jun 12th, 2011",PCIe 2.0 x16,"1792 MB, GDDR5, 256 bit",475 MHz,702 MHz,256 / 32 / 32,142
Quadro FX 4000,NV40,"Apr 1st, 2004",AGP 8x,"256 MB, GDDR3, 256 bit",375 MHz,500 MHz,16 / 6 / 16 / 16,142
GeForce 8800 GTS 320,G80,"Feb 12th, 2007",PCIe 1.0 x16,"320 MB, GDDR3, 320 bit",513 MHz,792 MHz,96 / 24 / 20,143
GeForce 8800 GTS 640,G80,"Nov 8th, 2006",PCIe 1.0 x16,"640 MB, GDDR3, 320 bit",513 MHz,792 MHz,96 / 24 / 20,143
Radeon HD 3850 X3,RV670,Never Released,PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",669 MHz,850 MHz,320 / 16 / 16,145
Quadro FX 4500 X2,G71,"Apr 24th, 2006",PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",500 MHz,605 MHz,24 / 8 / 24 / 16,145
GeForce GTX 970,GM204,"Sep 19th, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1050 MHz,1753 MHz,1664 / 104 / 56,148
GeForce GTX 980MX,GM204,"Jun 1st, 2016",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1050 MHz,1500 MHz,1664 / 104 / 64,148
FirePro D300,Pitcairn,"Jan 18th, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",850 MHz,1270 MHz,1280 / 80 / 32,150
FirePro R5000,Pitcairn,"Feb 25th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",825 MHz,800 MHz,768 / 48 / 32,150
FirePro S7000,Pitcairn,"Aug 27th, 2012",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",950 MHz,1200 MHz,1280 / 80 / 32,150
FirePro S7150,Tonga,"Feb 1st, 2016",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",920 MHz,1250 MHz,2048 / 128 / 32,150
FirePro V7900,Cayman,"May 24th, 2011",PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",725 MHz,1250 MHz,1280 / 80 / 32,150
FirePro V7900 SDI,Cayman,"May 24th, 2011",PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",725 MHz,1250 MHz,1280 / 80 / 32,150
FirePro W7000,Pitcairn,"Jun 13th, 2012",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",950 MHz,1200 MHz,1280 / 80 / 32,150
FirePro W7100,Tonga,"Aug 12th, 2014",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",920 MHz,1250 MHz,1792 / 112 / 32,150
FireStream 9250,RV770,"Jun 16th, 2008",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",625 MHz,993 MHz,800 / 40 / 16,150
FireStream 9350,Cypress,"Jun 1st, 2010",PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",700 MHz,1000 MHz,1440 / 72 / 32,150
Playstation 4 Pro GPU,Neo,"Nov 10th, 2016",IGP,"8 GB, GDDR5, 256 bit",911 MHz,1700 MHz,2304 / 144 / 32,150
Radeon HD 6790,Barts,"Apr 4th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",840 MHz,1050 MHz,800 / 40 / 16,150
Radeon HD 7720 OEM,Barts,"Mar 15th, 2013",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",840 MHz,1050 MHz,800 / 40 / 32,150
Radeon Instinct MI6,Ellesmere,"Dec 12th, 2016",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1120 MHz,1750 MHz,2304 / 144 / 32,150
Radeon Pro 570,Polaris 20,"Jun 5th, 2017",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1000 MHz,1695 MHz,1792 / 112 / 32,150
Radeon Pro 570X,Polaris 20,"Mar 18th, 2019",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1000 MHz,1700 MHz,1792 / 112 / 32,150
Radeon Pro 575,Polaris 20,"Jun 5th, 2017",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1096 MHz,1695 MHz,2048 / 128 / 32,150
Radeon Pro 575X,Polaris 20,"Mar 18th, 2019",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1096 MHz,1700 MHz,2048 / 128 / 32,150
Radeon R7 265,Pitcairn,"Feb 13th, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",900 MHz,1400 MHz,1024 / 64 / 32,150
Radeon R7 265X OEM,Curacao,"Aug 12th, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",900 MHz,1400 MHz,1280 / 80 / 32,150
Radeon R9 270,Curacao,"Nov 13th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",900 MHz,1400 MHz,1280 / 80 / 32,150
Radeon R9 270 1024SP,Pitcairn,"Mar 13th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",900 MHz,1200 MHz,1024 / 64 / 32,150
Radeon R9 370 1024SP,Trinidad,"Jun 12th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1400 MHz,1024 / 64 / 32,150
Radeon RX 480,Ellesmere,"Jun 29th, 2016",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1120 MHz,2000 MHz,2304 / 144 / 32,150
Radeon RX 560 XT,Ellesmere,"Mar 13th, 2019",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1074 MHz,1750 MHz,1792 / 112 / 32,150
Radeon RX 5600 OEM,Navi 10,"Jan 21st, 2020",PCIe 4.0 x16,"6 GB, GDDR6, 192 bit",1130 MHz,1500 MHz,2048 / 128 / 64,150
Radeon RX 5600 XT,Navi 10,"Jan 21st, 2020",PCIe 4.0 x16,"6 GB, GDDR6, 192 bit",1130 MHz,1500 MHz,2304 / 144 / 64,150
Radeon RX 5600M,Navi 10,"Jul 7th, 2020",PCIe 4.0 x16,"6 GB, GDDR6, 192 bit",1035 MHz,1500 MHz,2304 / 144 / 64,150
Radeon RX 570,Polaris 20,"Apr 18th, 2017",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1168 MHz,1750 MHz,2048 / 128 / 32,150
Radeon RX 570X,Polaris 20,"Apr 11th, 2018",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1168 MHz,1750 MHz,2048 / 128 / 32,150
Radeon RX 580 2048SP,Polaris 20,"Oct 15th, 2018",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1168 MHz,1750 MHz,2048 / 128 / 32,150
Radeon RX 580 OEM,Ellesmere,"Jun 29th, 2016",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1120 MHz,2000 MHz,2304 / 144 / 32,150
Radeon Sky 500,Pitcairn,"Mar 27th, 2013",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",950 MHz,1200 MHz,1280 / 80 / 32,150
Xbox One X GPU,Scorpio,"Nov 7th, 2017",IGP,"12 GB, GDDR5, 384 bit",1172 MHz,1700 MHz,2560 / 160 / 32,150
FirePro V7800,Cypress,"Apr 26th, 2010",PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",700 MHz,1000 MHz,1440 / 72 / 32,150
Radeon HD 2900 GT,R600,"Nov 6th, 2007",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",601 MHz,800 MHz,240 / 12 / 12,150
Radeon HD 4870,RV770,"Jun 25th, 2008",PCIe 2.0 x16,"512 MB, GDDR5, 256 bit",750 MHz,900 MHz,800 / 40 / 16,150
Radeon HD 4870 Mac Edition,RV770,"Jan 6th, 2009",PCIe 2.0 x16,"512 MB, GDDR5, 256 bit",750 MHz,850 MHz,800 / 40 / 16,150
Xbox 360 GPU 65nm,Xenos Jasper,"Aug 1st, 2008",IGP,"512 MB, GDDR3, 128 bit",500 MHz,700 MHz,240 / 16 / 8,150
A10 PCIe,GA102,"Apr 12th, 2021",PCIe 4.0 x16,"24 GB, GDDR6, 384 bit",885 MHz,1563 MHz,9216 / 288 / 96,150
A10G,GA102,"Apr 12th, 2021",PCIe 4.0 x16,"12 GB, GDDR6, 384 bit",1320 MHz,1563 MHz,9216 / 288 / 96,150
GeForce 8800 GTS Core 112,G80,"Nov 19th, 2007",PCIe 1.0 x16,"640 MB, GDDR3, 320 bit",500 MHz,800 MHz,112 / 28 / 20,150
GeForce GTS 250,G92B,"Mar 4th, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",702 MHz,1000 MHz,128 / 64 / 16,150
GeForce GTS 250,G92B,"Mar 4th, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",675 MHz,1008 MHz,128 / 64 / 16,150
GeForce GTX 1070,GP104,"Jun 10th, 2016",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1506 MHz,2002 MHz,1920 / 120 / 64,150
GeForce GTX 1070 GDDR5X,GP104,"Dec 4th, 2018",PCIe 3.0 x16,"8 GB, GDDR5X, 256 bit",1506 MHz,1001 MHz,1920 / 120 / 64,150
GeForce GTX 1080 Max-Q,GP104,"Jun 27th, 2017",PCIe 3.0 x16,"8 GB, GDDR5X, 256 bit",1290 MHz,1251 MHz,2560 / 160 / 64,150
GeForce GTX 1080 Mobile,GP104,"Aug 15th, 2016",PCIe 3.0 x16,"8 GB, GDDR5X, 256 bit",1556 MHz,1251 MHz,2560 / 160 / 64,150
GeForce GTX 460 OEM,GF104,"Oct 11th, 2010",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",650 MHz,850 MHz,336 / 56 / 32,150
GeForce GTX 460 SE,GF104,"Nov 15th, 2010",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",650 MHz,850 MHz,288 / 48 / 32,150
GeForce GTX 460 SE v2,GF114,"Nov 15th, 2010",PCIe 2.0 x16,"768 MB, GDDR5, 192 bit",650 MHz,850 MHz,288 / 48 / 24,150
GeForce GTX 555 OEM,GF114,"May 14th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 192 bit",736 MHz,957 MHz,288 / 48 / 24,150
GeForce GTX 560,GF114,"May 17th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",810 MHz,1000 MHz,336 / 56 / 32,150
GeForce GTX 560 OEM,GF110,"Nov 29th, 2011",PCIe 2.0 x16,"1280 MB, GDDR5, 320 bit",552 MHz,802 MHz,384 / 48 / 40,150
GeForce GTX 560 SE,GF114,"Feb 20th, 2012",PCIe 2.0 x16,"1024 MB, GDDR5, 192 bit",736 MHz,957 MHz,288 / 48 / 24,150
GeForce GTX 660 Ti,GK104,"Aug 16th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 192 bit",915 MHz,1502 MHz,1344 / 112 / 24,150
GeForce GTX 750 Ti OEM,GK106,Unknown,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1033 MHz,1502 MHz,960 / 80 / 32,150
GeForce RTX 2080 Mobile,TU104,"Jan 29th, 2019",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",1380 MHz,1750 MHz,2944 / 184 / 64,150
GeForce RTX 2080 SUPER Mobile,TU104,"Apr 2nd, 2020",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",1365 MHz,1750 MHz,3072 / 192 / 64,150
Quadro CX,GT200B,"Nov 11th, 2008",PCIe 2.0 x16,"1536 MB, GDDR3, 384 bit",602 MHz,800 MHz,192 / 64 / 24,150
Quadro FX 4000 SDI,NV41,"Apr 19th, 2004",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",425 MHz,500 MHz,12 / 5 / 12 / 12,150
Quadro FX 4800,GT200B,"Nov 11th, 2008",PCIe 2.0 x16,"1536 MB, GDDR3, 384 bit",602 MHz,800 MHz,192 / 64 / 24,150
Quadro FX 4800 Mac Edition,GT200B,"Nov 11th, 2008",PCIe 2.0 x16,"1536 MB, GDDR3, 384 bit",602 MHz,800 MHz,192 / 64 / 24,150
Quadro K5200,GK110B,"Jul 22nd, 2014",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",667 MHz,1502 MHz,2304 / 192 / 48,150
Quadro M5000,GM204,"Jun 29th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",861 MHz,1653 MHz,2048 / 128 / 64,150
Quadro M5500 Mobile,GM204,"Apr 8th, 2016",MXM-B (3.0),"8 GB, GDDR5, 256 bit",1140 MHz,1753 MHz,2048 / 128 / 64,150
Radeon HD 6850 1440SP Edition,Cypress,"Aug 21st, 2012",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",725 MHz,1000 MHz,1440 / 72 / 32,151
Radeon HD 6870,Barts,"Oct 21st, 2010",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",900 MHz,1050 MHz,1120 / 56 / 32,151
FirePro V8700,RV770,"Sep 11th, 2008",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",750 MHz,850 MHz,800 / 40 / 16,151
FirePro V8700 Duo,RV770,Never Released,PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",750 MHz,850 MHz,800 / 40 / 16,151
FirePro V8750,RV770,"Jul 28th, 2008",PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",750 MHz,900 MHz,800 / 40 / 16,151
Radeon HD 5850,Cypress,"Sep 30th, 2009",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",725 MHz,1000 MHz,1440 / 72 / 32,151
Quadro 5000,GF100,"Feb 23rd, 2011",PCIe 2.0 x16,"2.5 GB, GDDR5, 320 bit",513 MHz,750 MHz,352 / 44 / 40,152
Quadro FX 4600 SDI,G80,"Mar 5th, 2007",PCIe 1.0 x16,"768 MB, GDDR3, 384 bit",500 MHz,700 MHz,96 / 24 / 24,154
GeForce 8800 GTX,G80,"Nov 8th, 2006",PCIe 1.0 x16,"768 MB, GDDR3, 384 bit",576 MHz,900 MHz,128 / 32 / 24,155
FireGL V8600,R600,"May 14th, 2007",PCIe 1.0 x16,"1024 MB, GDDR4, 512 bit",688 MHz,868 MHz,320 / 16 / 16,159
FireStream 9270,RV770,"Nov 13th, 2008",PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",750 MHz,900 MHz,800 / 40 / 16,160
Radeon RX 6600 XT,Navi 23,"Jul 30th, 2021",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",1968 MHz,2000 MHz,2048 / 128 / 64,160
GeForce GTX 460,GF104,"Jul 12th, 2010",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",675 MHz,900 MHz,336 / 56 / 32,160
GeForce GTX 460,GF104,"Jul 12th, 2010",PCIe 2.0 x16,"768 MB, GDDR5, 192 bit",675 MHz,900 MHz,336 / 56 / 24,160
GeForce GTX 460 X2,GF104,"Mar 11th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",701 MHz,900 MHz,336 / 56 / 32,160
GeForce GTX 460 v2,GF114,"Sep 24th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 192 bit",779 MHz,1002 MHz,336 / 56 / 24,160
GeForce GTX 460 v2 ES,GF114,"Sep 24th, 2011",PCIe 2.0 x16,"1280 MB, GDDR5, 256 bit",779 MHz,1002 MHz,336 / 56 / 32,160
GeForce RTX 2060,TU106,"Jan 7th, 2019",PCIe 3.0 x16,"6 GB, GDDR6, 192 bit",1365 MHz,1750 MHz,1920 / 120 / 48,160
GeForce RTX 2060 TU104,TU104,"Jan 10th, 2020",PCIe 3.0 x16,"6 GB, GDDR6, 192 bit",1365 MHz,1750 MHz,1920 / 120 / 48,160
Quadro RTX 4000,TU104,"Nov 13th, 2018",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",1005 MHz,1625 MHz,2304 / 144 / 64,160
Stream Processor,R580,2006,PCIe 1.0 x16,"1024 MB, GDDR3, 256 bit",594 MHz,648 MHz,48 / 8 / 16 / 16,165
Radeon HD 3870 X2,R680,"Jan 26th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",825 MHz,901 MHz,320 / 16 / 16,165
A30 PCIe,GA100,"Apr 12th, 2021",PCIe 4.0 x16,"24 GB, HBM2, 3072 bit",930 MHz,1215 MHz,3584 / 224 / 96,165
GeForce GTX 980,GM204,"Sep 19th, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1127 MHz,1753 MHz,2048 / 128 / 64,165
PG506-232,GA100,"Apr 12th, 2021",PCIe 4.0 x16,"24 GB, HBM2, 3072 bit",930 MHz,1215 MHz,3584 / 224 / 96,165
PG506-242,GA100,"Apr 12th, 2021",PCIe 4.0 x16,"24 GB, HBM2, 3072 bit",930 MHz,1215 MHz,3584 / 224 / 96,165
GeForce GTX 560 Ti,GF114,"Jan 25th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",823 MHz,1002 MHz,384 / 64 / 32,170
GeForce GTX 560 Ti OEM,GF114,"Mar 8th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",823 MHz,1002 MHz,384 / 64 / 32,170
GeForce GTX 560 Ti X2,GF114,"Jan 25th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",850 MHz,1002 MHz,384 / 64 / 32,170
GeForce GTX 670,GK104,"May 10th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",915 MHz,1502 MHz,1344 / 112 / 32,170
GeForce GTX 760,GK104,"Jun 25th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",980 MHz,1502 MHz,1152 / 96 / 32,170
GeForce GTX 760 OEM,GK104,"Nov 6th, 2016",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",993 MHz,1650 MHz,1344 / 112 / 32,170
GeForce GTX 760 Ti OEM,GK104,"Sep 27th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",915 MHz,1502 MHz,1344 / 112 / 32,170
GeForce GTX 760 Ti OEM Rebrand,GK104,"Aug 25th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",915 MHz,1502 MHz,1344 / 112 / 32,170
GeForce RTX 3060,GA106,"Jan 12th, 2021",PCIe 4.0 x16,"12 GB, GDDR6, 192 bit",1320 MHz,1875 MHz,3584 / 112 / 48,170
GeForce RTX 3060 GA104,GA104,"Sep 1st, 2021",PCIe 4.0 x16,"12 GB, GDDR6, 192 bit",1320 MHz,1875 MHz,3584 / 112 / 48,170
GeForce 8800 Ultra,G80,"May 2nd, 2007",PCIe 1.0 x16,"768 MB, GDDR3, 384 bit",612 MHz,1080 MHz,128 / 32 / 24,171
GeForce GTX 260 Core 216 Rev. 2,GT200B,"Nov 27th, 2008",PCIe 2.0 x16,"896 MB, GDDR3, 448 bit",576 MHz,999 MHz,216 / 72 / 28,171
Quadro FX 5600,G80,"Mar 5th, 2007",PCIe 1.0 x16,"1536 MB, GDDR3, 384 bit",600 MHz,800 MHz,128 / 32 / 24,171
Quadro FX 5600 Mac Edition,G80,"Mar 5th, 2007",PCIe 1.0 x16,"1536 MB, GDDR3, 384 bit",600 MHz,800 MHz,128 / 32 / 24,171
Tesla C870,G80,"May 2nd, 2007",PCIe 1.0 x16,"1536 MB, GDDR3, 384 bit",600 MHz,800 MHz,128 / 32 / 24,171
Quadro 5000 SDI,GF100,"Feb 23rd, 2011",PCIe 2.0 x16,"2.5 GB, GDDR5, 320 bit",513 MHz,750 MHz,352 / 44 / 40,172
Radeon HD 6870 1600SP Edition,Cypress,"Jan 14th, 2013",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",850 MHz,1050 MHz,1600 / 80 / 32,175
Radeon HD 7870 GHz Edition,Pitcairn,"Mar 5th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1000 MHz,1200 MHz,1280 / 80 / 32,175
Radeon HD 8860 OEM,Curacao,"Jan 8th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1400 MHz,1280 / 80 / 32,175
Radeon HD 8870 OEM,Pitcairn,"Jan 8th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1000 MHz,1200 MHz,1280 / 80 / 32,175
Radeon Instinct MI8,Fiji,"Dec 12th, 2016",PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1000 MHz,500 MHz,4096 / 256 / 64,175
Radeon R9 Nano,Fiji,"Aug 27th, 2015",PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1000 MHz,500 MHz,4096 / 256 / 64,175
Radeon RX 590,Polaris 30,"Nov 15th, 2018",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1469 MHz,2000 MHz,2304 / 144 / 32,175
Radeon RX 590 GME,Polaris 20,"Mar 9th, 2020",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1257 MHz,2000 MHz,2304 / 144 / 32,175
Radeon RX Vega Nano,Vega 10,Never Released,PCIe 3.0 x16,"8 GB, HBM2, 2048 bit",1247 MHz,800 MHz,4096 / 256 / 64,175
Radeon HD 5830,Cypress,"Feb 25th, 2010",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",800 MHz,1000 MHz,1120 / 56 / 16,175
Xbox 360 GPU 80nm,Xenos Falcon,"Oct 27th, 2007",IGP,"512 MB, GDDR3, 128 bit",500 MHz,700 MHz,240 / 16 / 8,175
GeForce RTX 2060 SUPER,TU106,"Jul 9th, 2019",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",1470 MHz,1750 MHz,2176 / 136 / 64,175
GeForce RTX 2070,TU106,"Oct 17th, 2018",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",1410 MHz,1750 MHz,2304 / 144 / 64,175
Playstation 5 GPU,Oberon,"Nov 12th, 2020",IGP,"16 GB, GDDR6, 256 bit",2233 MHz,1750 MHz,2304 / 144 / 64,180
Radeon R9 270X,Curacao,"Oct 8th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1000 MHz,1400 MHz,1280 / 80 / 32,180
Radeon R9 370X,Trinidad,"Aug 27th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",980 MHz,1400 MHz,1280 / 80 / 32,180
Radeon RX 570 X2,Polaris 20,Unknown,PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1120 MHz,2100 MHz,2048 / 128 / 32,180
Radeon RX 5700,Navi 10,"Jul 7th, 2019",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1465 MHz,1750 MHz,2304 / 144 / 64,180
Radeon RX 5700M,Navi 10,2020,PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1465 MHz,1500 MHz,2304 / 144 / 64,180
Radeon RX 6700,Navi 22,2021,PCIe 4.0 x16,"6 GB, GDDR6, 192 bit",2200 MHz,2000 MHz,2304 / 144 / 64,180
Radeon RX 6700M,Navi 22,Unknown,PCIe 4.0 x16,"10 GB, GDDR6, 160 bit",1489 MHz,2000 MHz,2304 / 144 / 64,180
GeForce GTX 1070 Ti,GP104,"Nov 2nd, 2017",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1607 MHz,2002 MHz,2432 / 152 / 64,180
GeForce GTX 1080,GP104,"May 27th, 2016",PCIe 3.0 x16,"8 GB, GDDR5X, 256 bit",1607 MHz,1251 MHz,2560 / 160 / 64,180
GeForce GTX 1080 11Gbps,GP104,"Apr 20th, 2017",PCIe 3.0 x16,"8 GB, GDDR5X, 256 bit",1607 MHz,1376 MHz,2560 / 160 / 64,180
Quadro P5000,GP104,"Oct 1st, 2016",PCIe 3.0 x16,"16 GB, GDDR5X, 256 bit",1607 MHz,1127 MHz,2560 / 160 / 64,180
GeForce GTX 260,GT200,"Jun 16th, 2008",PCIe 2.0 x16,"896 MB, GDDR3, 448 bit",576 MHz,999 MHz,192 / 64 / 28,182
GeForce GTX 260 Core 216,GT200,"Sep 16th, 2008",PCIe 2.0 x16,"896 MB, GDDR3, 448 bit",576 MHz,999 MHz,216 / 72 / 28,182
GeForce GTX 260 OEM,GT200B,"Dec 8th, 2009",PCIe 2.0 x16,"1792 MB, GDDR3, 448 bit",518 MHz,1008 MHz,192 / 64 / 28,182
