name,gpu_chip,released,bus,memory,gpu_clock,memory_clock,shaders/TMUs/ROPs,TDP
Athlon 64 3200+,NewCastle,1,2.2 GHz,Socket 754,130 nm,N/A,89 W,89
Athlon 64 3200+,NewCastle,1,2000 MHz,Socket 939,130 nm,N/A,89 W,89
Athlon 64 3200+,Clawhammer,1,2000 MHz,Socket 754,130 nm,N/A,89 W,89
Athlon 64 3200+,Clawhammer,1,2.2 GHz,Socket 754,130 nm,N/A,89 W,89
Athlon 64 3300+,NewCastle,1,2.4 GHz,Socket 754,130 nm,N/A,89 W,89
Athlon 64 3400+,Clawhammer,1,2.4 GHz,Socket 754,130 nm,N/A,89 W,89
Athlon 64 3400+,NewCastle,1,2.4 GHz,Socket 754,130 nm,N/A,89 W,89
Athlon 64 3400+,NewCastle,1,2.2 GHz,Socket 939,130 nm,N/A,89 W,89
Athlon 64 3400+,Clawhammer,1,2.2 GHz,Socket 754,130 nm,N/A,89 W,89
Athlon 64 3500+,NewCastle,1,2.2 GHz,Socket 939,130 nm,N/A,89 W,89
Athlon 64 3500+,Clawhammer,1,2.2 GHz,Socket 939,130 nm,N/A,89 W,89
Athlon 64 3600+,Clawhammer,1,2.4 GHz,Socket 754,130 nm,N/A,89 W,89
Athlon 64 3700+,Clawhammer,1,2.4 GHz,Socket 754,130 nm,N/A,89 W,89
Athlon 64 3700+,Toledo,1,2.2 GHz,Socket 939,90 nm,N/A,89 W,89
Athlon 64 3700+,San Diego,1,2.2 GHz,Socket 939,90 nm,N/A,89 W,89
Athlon 64 3800+,Venice,1,2.4 GHz,Socket 939,90 nm,N/A,89 W,89
Athlon 64 3800+,Clawhammer,1,2.4 GHz,Socket 939,130 nm,N/A,89 W,89
Athlon 64 3800+,NewCastle,1,2.4 GHz,Socket 939,130 nm,N/A,89 W,89
Athlon 64 4000+,San Diego,1,2.4 GHz,Socket 939,90 nm,N/A,89 W,89
Athlon 64 4000+,Clawhammer,1,2.4 GHz,Socket 939,130 nm,N/A,89 W,89
Athlon 64 4000+,Toledo,1,2.4 GHz,Socket 939,90 nm,N/A,89 W,89
Athlon 64 FX-51,SledgeHammer,1,2.2 GHz,Socket 940,130 nm,N/A,89 W,89
Athlon 64 FX-53,SledgeHammer,1,2.4 GHz,Socket 940,130 nm,N/A,89 W,89
Athlon 64 FX-53,Clawhammer,1,2.4 GHz,Socket 939,130 nm,N/A,89 W,89
Athlon 64 X2 3600+,Manchester,2,2000 MHz,Socket 939,90 nm,N/A,89 W,89
Athlon 64 X2 3800+,Manchester,2,2000 MHz,Socket 939,90 nm,N/A,89 W,89
Athlon 64 X2 3800+,Windsor,2,2000 MHz,Socket AM2,90 nm,N/A,89 W,89
Athlon 64 X2 3800+,Toledo,2,2000 MHz,Socket 939,90 nm,N/A,89 W,89
Athlon 64 X2 4000+,Windsor,2,2000 MHz,Socket AM2,90 nm,N/A,89 W,89
Athlon 64 X2 4200+,Toledo,2,2.2 GHz,Socket 939,90 nm,N/A,89 W,89
Athlon 64 X2 4200+,Windsor,2,2.2 GHz,Socket AM2,90 nm,N/A,89 W,89
Athlon 64 X2 4200+,Manchester,2,2.2 GHz,Socket 939,90 nm,N/A,89 W,89
Athlon 64 X2 4400+,Windsor,2,2.2 GHz,Socket AM2,90 nm,N/A,89 W,89
Athlon 64 X2 4600+,Toledo,2,2.4 GHz,Socket 939,90 nm,N/A,89 W,89
Athlon 64 X2 4600+,Windsor,2,2.4 GHz,Socket AM2,90 nm,N/A,89 W,89
Athlon 64 X2 4800+,Windsor,2,2.4 GHz,Socket AM2,90 nm,N/A,89 W,89
Athlon 64 X2 5000+,Windsor,2,2.6 GHz,Socket AM2,90 nm,N/A,89 W,89
Athlon 64 X2 5200+,Windsor,2,2.6 GHz,Socket AM2,90 nm,N/A,89 W,89
Athlon 64 X2 5400+,Windsor,2,2.8 GHz,Socket AM2,90 nm,N/A,89 W,89
Athlon 64 X2 5600+,Windsor,2,2.8 GHz,Socket AM2,90 nm,N/A,89 W,89
Athlon 64 X2 5800+,Brisbane,2,3 GHz,Socket AM2,65 nm,N/A,89 W,89
Athlon 64 X2 6000+,Brisbane,2,3.1 GHz,Socket AM2,65 nm,N/A,89 W,89
Opteron 146,SledgeHammer,1,2000 MHz,Socket 940,130 nm,N/A,89 W,89
Opteron 148,SledgeHammer,1,2.2 GHz,Socket 940,130 nm,N/A,89 W,89
Opteron 148,SledgeHammer,1,2.2 GHz,Socket 940,130 nm,N/A,89 W,89
Opteron 150,SledgeHammer,1,2.4 GHz,Socket 940,130 nm,N/A,89 W,89
Opteron 246,SledgeHammer,1,2000 MHz,Socket 940,130 nm,N/A,89 W,89
Opteron 248,SledgeHammer,1,2.2 GHz,Socket 940,130 nm,N/A,89 W,89
Opteron 248,SledgeHammer,1,2.2 GHz,Socket 940,130 nm,N/A,89 W,89
Opteron 250,SledgeHammer,1,2.4 GHz,Socket 940,130 nm,N/A,89 W,89
Opteron 846,SledgeHammer,1,2000 MHz,Socket 940,130 nm,N/A,89 W,89
Opteron 848,SledgeHammer,1,2.2 GHz,Socket 940,130 nm,N/A,89 W,89
Opteron 848,SledgeHammer,1,2.2 GHz,Socket 940,130 nm,N/A,89 W,89
Opteron 850,SledgeHammer,1,2.4 GHz,Socket 940,130 nm,N/A,89 W,89
Pentium 4 HT 3.40,Northwood,1  / 2,3.4 GHz,Socket 478,130 nm,N/A,89 W,89
Xeon 2.0,Prestonia,1,2000 MHz,Socket 604,130 nm,N/A,89 W,89
Xeon 2.4,Prestonia,1,2.394 GHz,Socket 604,130 nm,N/A,89 W,89
Xeon 2.66,Prestonia,1,2.66 GHz,Socket 604,130 nm,N/A,89 W,89
Xeon 2.8,Prestonia,1,2.79 GHz,Socket 604,130 nm,N/A,89 W,89
Xeon 3.06,Prestonia,1,3.066 GHz,Socket 604,130 nm,N/A,89 W,89
Xeon E5-2640 v3,Haswell-EP,8  / 16,2.6 to 3.4 GHz,Socket 2011-3,22 nm,20MB,90 W,90
Core i3-10320,Comet Lake,4  / 8,3.8 to 4.6 GHz,Socket 1200,14 nm,8MB,91 W,91
Core i3-10350K,Comet Lake,4  / 8,4.1 to 4.8 GHz,Socket 1200,14 nm,8MB,91 W,91
Core i3-8350K,Coffee Lake,4,4 GHz,Socket 1151,14 nm,8MB,91 W,91
Core i3-9350K,Coffee Lake,4,4 to 4.6 GHz,Socket 1151,14 nm,8MB,91 W,91
Core i3-9350KF,Coffee Lake,4,4 to 4.6 GHz,Socket 1151,14 nm,8MB,91 W,91
Core i5-7600K,Kaby Lake,4,3.8 to 4.2 GHz,Socket 1151,14 nm,6MB,91 W,91
Core i7-7700K,Kaby Lake,4  / 8,4.2 to 4.5 GHz,Socket 1151,14 nm,8MB,91 W,91
Opteron 252,Troy,1,2.6 GHz,Socket 940,90 nm,N/A,92 W,92
Opteron 254,Troy,1,2.8 GHz,Socket 940,90 nm,N/A,92 W,92
Opteron 852,Athens,1,2.6 GHz,Socket 940,90 nm,N/A,92 W,92
Opteron 854,Athens,1,2.8 GHz,Socket 940,90 nm,N/A,92 W,92
Opteron 856,Athens,1,3 GHz,Socket 940,90 nm,N/A,92 W,92
Pentium 4 2.0,Northwood,1,2000 MHz,Socket 478,130 nm,N/A,92 W,92
Pentium 4 2.2,Northwood,1,2.2 GHz,Socket 478,130 nm,N/A,92 W,92
Pentium 4 2.4,Northwood,1,2.4 GHz,Socket 478,130 nm,N/A,92 W,92
Pentium 4 2.60,Northwood,1,2.6 GHz,Socket 478,130 nm,N/A,92 W,92
Pentium 4 HT Extreme Edition 3.20,Gallatin,1  / 2,3.2 GHz,Socket 478,130 nm,2MB,92 W,92
A10 PRO-7850B,Kaveri,4,3.7 to 4 GHz,Socket FM2+,28 nm,N/A,95 W,95
A10-7700K,Kaveri,4,3.4 to 3.8 GHz,Socket FM2+,28 nm,N/A,95 W,95
A10-7850K,Kaveri,4,3.7 to 4 GHz,Socket FM2+,28 nm,N/A,95 W,95
A10-7870K,Godaveri,4,3.9 to 4.1 GHz,Socket FM2+,28 nm,N/A,95 W,95
A10-7890K,Godaveri,4,4 to 4.3 GHz,Socket FM2+,28 nm,N/A,95 W,95
A8-7650K,Kaveri,4,3.3 to 3.8 GHz,Socket FM2+,28 nm,N/A,95 W,95
A8-7670K,Godaveri,4,3.6 to 3.9 GHz,Socket FM2+,28 nm,N/A,95 W,95
Athlon II X3 455,Rana,3,3.3 GHz,Socket AM3,45 nm,N/A,95 W,95
Athlon II X3 460,Rana,3,3.4 GHz,Socket AM3,45 nm,N/A,95 W,95
Athlon II X4 645,Propus,4,3.1 GHz,Socket AM3,45 nm,N/A,95 W,95
Athlon X4 860K,Kaveri,4,3.7 to 4 GHz,Socket FM2+,28 nm,N/A,95 W,95
Athlon X4 870K,Godaveri,4,3.9 to 4.1 GHz,Socket FM2+,28 nm,N/A,95 W,95
Athlon X4 880K,Godaveri,4,4 to 4.2 GHz,Socket FM2+,28 nm,N/A,95 W,95
FX-4100,Zambezi,4,3.6 to 3.9 GHz,Socket AM3+,32 nm,8MB,95 W,95
FX-4120,Zambezi,4,3.9 to 4.1 GHz,Socket AM3+,32 nm,8MB,95 W,95
FX-4150,Zambezi,4,3.8 to 4 GHz,Socket AM3+,32 nm,8MB,95 W,95
FX-4300,Vishera,4,3.8 to 4 GHz,Socket AM3+,32 nm,8MB,95 W,95
FX-4320,Vishera,4,4 to 4.2 GHz,Socket AM3+,32 nm,8MB,95 W,95
FX-6100,Zambezi,6,3.3 to 3.9 GHz,Socket AM3+,32 nm,8MB,95 W,95
FX-6120,Zambezi,6,3.6 to 4.2 GHz,Socket AM3+,32 nm,8MB,95 W,95
FX-6130,Zambezi,6,3.6 to 3.9 GHz,Socket AM3+,32 nm,8MB,95 W,95
FX-6300,Vishera,6,3.5 to 4.1 GHz,Socket AM3+,32 nm,8MB,95 W,95
FX-8100,Zambezi,8,2.8 to 3.7 GHz,Socket AM3+,32 nm,8MB,95 W,95
FX-8140,Zambezi,8,3.2 to 4.1 GHz,Socket AM3+,32 nm,8MB,95 W,95
FX-8300,Vishera,8,3.3 to 3.9 GHz,Socket AM3+,32 nm,8MB,95 W,95
FX-8320E,Vishera,8,3.2 to 4 GHz,Socket AM3+,32 nm,8MB,95 W,95
FX-8370E,Vishera,8,3.3 to 4.3 GHz,Socket AM3+,32 nm,8MB,95 W,95
Opteron 4334,Seoul,6,3.1 to 3.5 GHz,Socket C32,32 nm,8MB,95 W,95
Opteron 4340,Seoul,6,3.5 to 3.8 GHz,Socket C32,32 nm,8MB,95 W,95
Opteron 4386,Seoul,8,3.1 to 3.8 GHz,Socket C32,32 nm,8MB,95 W,95
PRO A10-8750B,Godaveri,4,3.6 to 4 GHz,Socket FM2+,28 nm,N/A,95 W,95
PRO A10-8850B,Godaveri,4,3.9 to 4.1 GHz,Socket FM2+,28 nm,N/A,95 W,95
Phenom II X3 715 BE,Heka,3,2.8 GHz,Socket AM2+,45 nm,6MB,95 W,95
Phenom II X4 650T,Zosma,4,2.7 to 3.2 GHz,Socket AM3,45 nm,4MB,95 W,95
Phenom II X4 840,Propus,4,3.2 GHz,Socket AM3,45 nm,N/A,95 W,95
Phenom II X4 850,Propus,4,3.3 GHz,Socket AM3,45 nm,N/A,95 W,95
Ryzen 5 1600X,Zen,6  / 12,3.6 to 4 GHz,Socket AM4,14 nm,16MB,95 W,95
Ryzen 5 2600X,Zen,6  / 12,3.6 to 4.25 GHz,Socket AM4,12 nm,16MB,95 W,95
Ryzen 5 3600X,Matisse,6  / 12,3.8 to 4.4 GHz,Socket AM4,7 nm,32MB,95 W,95
Ryzen 5 3600XT,Matisse 2,6  / 12,3.8 to 4.5 GHz,Socket AM4,7 nm,32MB,95 W,95
Ryzen 7 1700X,Zen,8  / 16,3.4 to 3.8 GHz,Socket AM4,14 nm,16MB,95 W,95
Ryzen 7 1800X,Zen,8  / 16,3.6 to 4 GHz,Socket AM4,14 nm,16MB,95 W,95
Ryzen 7 PRO 1700X,Zen,8  / 16,3.4 to 3.8 GHz,Socket AM4,14 nm,16MB,95 W,95
Ryzen 7 PRO 2700X,Zen,8  / 16,3.6 to 4.1 GHz,Socket AM4,12 nm,16MB,95 W,95
Core i5-10600KF,Comet Lake,6  / 12,4.1 to 4.8 GHz,Socket 1200,14 nm,12MB,95 W,95
Core i5-2300,Sandy Bridge,4,2.8 to 3.1 GHz,Socket 1155,32 nm,6MB,95 W,95
Core i5-2310,Sandy Bridge,4,2.9 to 3.2 GHz,Socket 1155,32 nm,6MB,95 W,95
Core i5-2320,Sandy Bridge,4,3 to 3.3 GHz,Socket 1155,32 nm,6MB,95 W,95
Core i5-2380P,Sandy Bridge,4,3.1 to 3.4 GHz,Socket 1155,32 nm,6MB,95 W,95
Core i5-2400,Sandy Bridge,4,3.1 to 3.4 GHz,Socket 1155,32 nm,6MB,95 W,95
Core i5-2450P,Sandy Bridge,4,3.2 to 3.5 GHz,Socket 1155,32 nm,6MB,95 W,95
Core i5-2500,Sandy Bridge,4,3.3 to 3.7 GHz,Socket 1155,32 nm,6MB,95 W,95
Core i5-2500K,Sandy Bridge,4,3.3 to 3.7 GHz,Socket 1155,32 nm,6MB,95 W,95
Core i5-2550K,Sandy Bridge,4,3.4 to 3.8 GHz,Socket 1155,32 nm,6MB,95 W,95
Core i5-6600K,Skylake,4,3.5 to 3.9 GHz,Socket 1151,14 nm,6MB,95 W,95
Core i5-8600K,Coffee Lake,6,3.6 to 4.3 GHz,Socket 1151,14 nm,9MB,95 W,95
Core i5-8650K,Coffee Lake,6,3.7 to 4.5 GHz,Socket 1151,14 nm,9MB,95 W,95
Core i5-9600K,Coffee Lake,6,3.7 to 4.6 GHz,Socket 1151,14 nm,9MB,95 W,95
Core i5-9600KF,Coffee Lake,6,3.7 to 4.6 GHz,Socket 1151,14 nm,9MB,95 W,95
Core i7-2600,Sandy Bridge,4  / 8,3.4 to 3.8 GHz,Socket 1155,32 nm,8MB,95 W,95
Core i7-2600K,Sandy Bridge,4  / 8,3.4 to 3.8 GHz,Socket 1155,32 nm,8MB,95 W,95
Core i7-2700K,Sandy Bridge,4  / 8,3.5 to 3.9 GHz,Socket 1155,32 nm,8MB,95 W,95
Core i7-6700K,Skylake,4  / 8,4 to 4.2 GHz,Socket 1151,14 nm,8MB,95 W,95
Core i7-8086K,Coffee Lake,6  / 12,4 to 5 GHz,Socket 1151,14 nm,12MB,95 W,95
Core i7-8700K,Coffee Lake,6  / 12,3.7 to 4.7 GHz,Socket 1151,14 nm,12MB,95 W,95
Core i7-9700K,Coffee Lake,8,3.6 to 4.9 GHz,Socket 1151,14 nm,12MB,95 W,95
Core i7-9700KF,Coffee Lake,8,3.6 to 4.9 GHz,Socket 1151,14 nm,12MB,95 W,95
Core i9-8950HK,Coffee Lake-H,6  / 12,2.9 to 4.7 GHz,BGA 1440,14 nm,12MB,95 W,95
Core i9-9900K,Coffee Lake-R,8  / 16,3.6 to 5 GHz,Socket 1151,14 nm,16MB,95 W,95
Core i9-9900KF,Coffee Lake-R,8  / 16,3.6 to 5 GHz,Socket 1151,14 nm,16MB,95 W,95
Xeon E-2386G,Rocket Lake-E,6  / 12,3.5 to 5.1 GHz,Socket 1200,14 nm,12MB,95 W,95
Xeon E-2388G,Rocket Lake-E,8  / 16,3.2 to 5.1 GHz,Socket 1200,14 nm,16MB,95 W,95
Xeon E3-1225,Sandy Bridge,4,3.1 to 3.4 GHz,Socket 1155,32 nm,6MB,95 W,95
Xeon E3-1235,Sandy Bridge,4  / 8,3.2 to 3.6 GHz,Socket 1155,32 nm,8MB,95 W,95
Xeon E3-1245,Sandy Bridge,4  / 8,3.3 to 3.7 GHz,Socket 1155,32 nm,8MB,95 W,95
Xeon E3-1275,Sandy Bridge,4  / 8,3.4 to 3.8 GHz,Socket 1155,32 nm,8MB,95 W,95
Xeon E3-1280,Sandy Bridge,4  / 8,3.5 to 3.9 GHz,Socket 1155,32 nm,8MB,95 W,95
Xeon E3-1285 v4,Broadwell-DT,4  / 8,3.5 to 3.8 GHz,Socket 1150,14 nm,6MB,95 W,95
Xeon E3-1290,Sandy Bridge,4  / 8,3.6 to 4 GHz,Socket 1155,32 nm,8MB,95 W,95
Xeon E5-2420,Sandy Bridge-EN,6  / 12,1.9 to 2.4 GHz,Socket 1356,32 nm,15MB,95 W,95
Xeon E5-2430,Sandy Bridge-EN,6  / 12,2.2 to 2.7 GHz,Socket 1356,32 nm,15MB,95 W,95
Xeon E5-2440,Sandy Bridge-EN,6  / 12,2.4 to 2.9 GHz,Socket 1356,32 nm,15MB,95 W,95
Xeon E5-2440 v2,Ivy Bridge-EN,8  / 16,1900 MHz,Socket 1356,22 nm,20MB,95 W,95
Xeon E5-2450,Sandy Bridge-EN,8  / 16,2.1 to 2.9 GHz,Socket 1356,32 nm,20MB,95 W,95
Xeon E5-2450 v2,Ivy Bridge-EN,8  / 16,2.5 GHz,Socket 1356,22 nm,20MB,95 W,95
Xeon E5-2470,Sandy Bridge-EN,8  / 16,2.3 to 3.1 GHz,Socket 1356,32 nm,20MB,95 W,95
Xeon E5-2470 v2,Ivy Bridge-EN,10  / 20,2.4 GHz,Socket 1356,22 nm,25MB,95 W,95
Xeon E5-2620,Sandy Bridge-EP,6  / 12,2 to 2.5 GHz,Socket 2011,32 nm,15MB,95 W,95
Xeon E5-2630,Sandy Bridge-EP,6  / 12,2.3 to 2.8 GHz,Socket 2011,32 nm,15MB,95 W,95
Xeon E5-2640,Sandy Bridge-EP,6  / 12,2.5 to 3 GHz,Socket 2011,32 nm,15MB,95 W,95
Xeon E5-2640 v2,Ivy Bridge-EP,8  / 16,2000 MHz,Socket 2011,22 nm,20MB,95 W,95
Xeon E5-2650,Sandy Bridge-EP,8  / 16,2 to 2.8 GHz,Socket 2011,32 nm,20MB,95 W,95
Xeon E5-2650 v2,Ivy Bridge-EP,8  / 16,2.6 to 3.4 GHz,Socket 2011,22 nm,20MB,95 W,95
Xeon E5-2658,Sandy Bridge-EP,8  / 16,2.1 to 2.4 GHz,Socket 2011,32 nm,20MB,95 W,95
Xeon E5-2660,Sandy Bridge-EP,8  / 16,2.2 to 3 GHz,Socket 2011,32 nm,20MB,95 W,95
Xeon E5-2660 v2,Ivy Bridge-EP,10  / 20,2.2 to 3 GHz,Socket 2011,22 nm,25MB,95 W,95
Xeon E5-4603,Sandy Bridge-EP,4  / 8,2000 MHz,Socket 2011,32 nm,10MB,95 W,95
Xeon E5-4607,Sandy Bridge-EP,6  / 12,2.2 GHz,Socket 2011,32 nm,15MB,95 W,95
Xeon E5-4640,Sandy Bridge-EP,8  / 16,2.4 to 2.8 GHz,Socket 2011,32 nm,20MB,95 W,95
Xeon X5672,Westmere-EP,4  / 8,3.2 to 3.6 GHz,Socket 1366,32 nm,12MB,95 W,95
Xeon X5675,Westmere-EP,6  / 12,3.066 to 3.466 GHz,Socket 1366,32 nm,12MB,95 W,95
Xeon 3.06,Gallatin,1,3.066 GHz,Socket 604,130 nm,2MB,97 W,97
Xeon 3.06,Gallatin,1,3.066 GHz,Socket 604,130 nm,1MB,97 W,97
Xeon 3.20,Gallatin,1,3.2 GHz,Socket 604,130 nm,2MB,97 W,97
Xeon 3.20,Gallatin,1,3.2 GHz,Socket 604,130 nm,1MB,97 W,97
A10-5800B,Trinity,4,3.8 to 4.2 GHz,Socket FM2,32 nm,N/A,100 W,100
A10-5800K,Trinity,4,3.8 to 4.2 GHz,Socket FM2,32 nm,N/A,100 W,100
A10-6790B,Richland,4,4 to 4.3 GHz,Socket FM2,32 nm,N/A,100 W,100
A10-6790K,Richland,4,4 to 4.3 GHz,Socket FM2,32 nm,N/A,100 W,100
A10-6800K,Richland,4,4.1 to 4.4 GHz,Socket FM2,32 nm,N/A,100 W,100
A6-3650,Llano,4,2.6 GHz,Socket FM1,32 nm,N/A,100 W,100
A6-3670K,Llano,4,2.7 GHz,Socket FM1,32 nm,N/A,100 W,100
A8-3850,Llano,4,2.9 GHz,Socket FM1,32 nm,N/A,100 W,100
A8-3870K,Llano,4,3 GHz,Socket FM1,32 nm,N/A,100 W,100
A8-5600K,Trinity,4,3.6 to 3.9 GHz,Socket FM2,32 nm,N/A,100 W,100
A8-6600K,Richland,4,3.9 to 4.2 GHz,Socket FM2,32 nm,N/A,100 W,100
Athlon II X4 631,Llano,4,2.6 GHz,Socket FM1,32 nm,N/A,100 W,100
Athlon II X4 641,Llano,4,2.8 GHz,Socket FM1,32 nm,N/A,100 W,100
Athlon II X4 651,Llano,4,3 GHz,Socket FM1,32 nm,N/A,100 W,100
Athlon II X4 651K,Llano,4,3 GHz,Socket FM1,32 nm,N/A,100 W,100
Athlon X4 750K,Trinity,4,3.4 to 4 GHz,Socket FM2,32 nm,N/A,100 W,100
Athlon X4 760K,Richland,4,3.8 to 4.1 GHz,Socket FM2,32 nm,N/A,100 W,100
EPYC Embedded 3451,Zen,16  / 32,2.15 to 3 GHz,BGA SP4r2,14 nm,32MB,100 W,100
FirePro A320,Trinity,4,3.8 to 4.2 GHz,Socket FM2,32 nm,N/A,100 W,100
Ryzen Embedded 5800E,Vermeer,8  / 16,3.4 to 3.7 GHz,Socket AM4,7 nm,32MB,100 W,100
Xeon E5-2692 v2,Ivy Bridge-EP,12  / 24,2.2 to 3 GHz,Socket 2011,22 nm,30MB,100 W,100
Pentium 4 HT Extreme Edition 3.40,Gallatin,1  / 2,3.4 GHz,Socket 775,130 nm,2MB,103 W,103
Pentium 4 HT Extreme Edition 3.40,Gallatin,1  / 2,3.4 GHz,Socket 478,130 nm,2MB,103 W,103
Athlon 64 FX-55,Clawhammer,1,2.6 GHz,Socket 939,130 nm,N/A,104 W,104
Athlon 64 FX-55,San Diego,1,2.6 GHz,Socket 939,90 nm,N/A,104 W,104
Athlon 64 FX-57,San Diego,1,2.8 GHz,Socket 939,90 nm,N/A,104 W,104
Opteron 152,Venus,1,2.6 GHz,Socket 939,90 nm,N/A,104 W,104
Opteron 152,Venus,1,2.6 GHz,Socket 939,90 nm,N/A,104 W,104
Opteron 154,Venus,1,2.8 GHz,Socket 939,90 nm,N/A,104 W,104
Opteron 156,Venus,1,3 GHz,Socket 939,90 nm,N/A,104 W,104
Ryzen 5 7600X,Raphael,6  / 12,4.7 to 5.3 GHz,Socket AM5,5 nm,32MB,105 W,105
Ryzen 7 2700X,Zen,8  / 16,3.7 to 4.35 GHz,Socket AM4,12 nm,16MB,105 W,105
Ryzen 7 2700X 50th Anniversary,Zen,8  / 16,3.7 to 4.35 GHz,Socket AM4,12 nm,16MB,105 W,105
Ryzen 7 3800X,Matisse,8  / 16,3.9 to 4.5 GHz,Socket AM4,7 nm,32MB,105 W,105
Ryzen 7 3800XT,Matisse 2,8  / 16,3.8 to 4.7 GHz,Socket AM4,7 nm,32MB,105 W,105
Ryzen 7 5800X,Vermeer,8  / 16,3.8 to 4.7 GHz,Socket AM4,7 nm,32MB,105 W,105
Ryzen 7 5800X3D,Vermeer,8  / 16,3.4 to 4.5 GHz,Socket AM4,7 nm,96MB,105 W,105
Ryzen 7 7700X,Raphael,8  / 16,4.5 to 5.4 GHz,Socket AM5,5 nm,32MB,105 W,105
Ryzen 9 3900X,Matisse,12  / 24,3.8 to 4.6 GHz,Socket AM4,7 nm,64MB,105 W,105
Ryzen 9 3900XT,Matisse 2,12  / 24,3.9 to 4.7 GHz,Socket AM4,7 nm,64MB,105 W,105
Ryzen 9 3950X,Matisse,16  / 32,3.5 to 4.7 GHz,Socket AM4,7 nm,64MB,105 W,105
Ryzen 9 5900X,Vermeer,12  / 24,3.7 to 4.8 GHz,Socket AM4,7 nm,64MB,105 W,105
Ryzen 9 5950X,Vermeer,16  / 32,3.4 to 4.9 GHz,Socket AM4,7 nm,64MB,105 W,105
Ryzen Embedded 5900E,Vermeer,12  / 24,3.35 to 3.7 GHz,Socket AM4,7 nm,64MB,105 W,105
Ryzen Embedded 5950E,Vermeer,16  / 32,3.05 to 3.4 GHz,Socket AM4,7 nm,64MB,105 W,105
Core 2 Quad Q6600 (105W),Kentsfield,4,2.4 GHz,Socket 775,65 nm,N/A,105 W,105
Xeon E5-2623 v3,Haswell-EP,4  / 8,3 to 3.5 GHz,Socket 2011-3,22 nm,10MB,105 W,105
Xeon E5-2649 v3,Haswell-EP,10  / 20,2.3 to 3 GHz,Socket 2011-3,22 nm,25MB,105 W,105
Xeon E5-2650 v3,Haswell-EP,10  / 20,2.3 to 3 GHz,Socket 2011-3,22 nm,25MB,105 W,105
Xeon E5-2652 v3,Haswell-EP,10  / 20,2.3 to 2.8 GHz,Socket 2011-3,22 nm,25MB,105 W,105
Xeon E5-2658 v3,Haswell-EP,12  / 24,2.2 to 2.9 GHz,Socket 2011-3,22 nm,30MB,105 W,105
Xeon E5-2658A v3,Haswell-EP,12  / 24,2.2 to 2.9 GHz,Socket 2011-3,22 nm,30MB,105 W,105
Xeon E5-2660 v3,Haswell-EP,10  / 20,2.6 to 3.3 GHz,Socket 2011-3,22 nm,25MB,105 W,105
Xeon E5-2663 v3,Haswell-EP,10  / 20,2.8 to 3.5 GHz,Socket 2011-3,22 nm,25MB,105 W,105
Xeon E5-2673 v3,Haswell-EP,12  / 24,2.4 to 3.1 GHz,Socket 2011-3,22 nm,30MB,105 W,105
Xeon E5-4610 v3,Haswell-EP,10  / 20,1700 MHz,Socket 2011-3,22 nm,25MB,105 W,105
Xeon E5-4620 v3,Haswell-EP,10  / 20,2 to 2.6 GHz,Socket 2011-3,22 nm,25MB,105 W,105
Xeon E5-4640 v3,Haswell-EP,12  / 24,1.9 to 2.6 GHz,Socket 2011-3,22 nm,30MB,105 W,105
Xeon E5-4648 v3,Haswell-EP,12  / 24,1.7 to 2.2 GHz,Socket 2011-3,22 nm,30MB,105 W,105
Xeon E5-4650 v3,Haswell-EP,12  / 24,2.1 to 2.8 GHz,Socket 2011-3,22 nm,30MB,105 W,105
Xeon Platinum 8256,Cascade Lake-SP,4  / 8,3.8 to 3.9 GHz,Socket 3647,14 nm,16.5MB,105 W,105
Xeon Silver 4309Y,Ice Lake-SP,8  / 16,2.8 to 3.6 GHz,Socket 4189,10 nm,12MB,105 W,105
Xeon Silver 4310T,Ice Lake-SP,10  / 20,2.3 to 3.4 GHz,Socket 4189,10 nm,15MB,105 W,105
Athlon 64 FX-60,Toledo,2,2.6 GHz,Socket 939,90 nm,N/A,110 W,110
Athlon 64 X2 4400+,Toledo,2,2.2 GHz,Socket 939,90 nm,N/A,110 W,110
Athlon 64 X2 4600+,Manchester,2,2.4 GHz,Socket 939,90 nm,N/A,110 W,110
Athlon 64 X2 4800+,Toledo,2,2.4 GHz,Socket 939,90 nm,N/A,110 W,110
Opteron X2 165,Denmark,2,1800 MHz,Socket 939,90 nm,N/A,110 W,110
Opteron X2 170,Denmark,2,2000 MHz,Socket 939,90 nm,N/A,110 W,110
Opteron X2 175,Denmark,2,2.2 GHz,Socket 939,90 nm,N/A,110 W,110
Opteron X2 180,Denmark,2,2.4 GHz,Socket 939,90 nm,N/A,110 W,110
Opteron X2 185,Denmark,2,2.6 GHz,Socket 939,90 nm,N/A,110 W,110
Pentium 4 2.0,Northwood,1,2000 MHz,Socket 478,130 nm,N/A,110 W,110
Pentium 4 2.26,Northwood,1,2.261 GHz,Socket 478,130 nm,N/A,110 W,110
Pentium 4 2.4,Northwood,1,2.4 GHz,Socket 478,130 nm,N/A,110 W,110
Pentium 4 2.40,Prescott,1,2.4 GHz,Socket 478,90 nm,N/A,110 W,110
Pentium 4 2.53,Northwood,1,2.527 GHz,Socket 478,130 nm,N/A,110 W,110
Pentium 4 2.66,Northwood,1,2.66 GHz,Socket 478,130 nm,N/A,110 W,110
Pentium 4 2.80,Northwood,1,2.793 GHz,Socket 478,130 nm,N/A,110 W,110
